ID	Language_name	Language_ID	Parameter_name	Parameter_ID	Value	Form	Segments	Prosodic_structure	Motivation_structure	Source	Comment
5180	Xiandao	xian1248	the year	1226	n̥ɤk⁵⁵	n̥ɤk⁵⁵	n̥ ɤ k ⁵⁵	i n c t	year	TBL	
5633	Rangoon	nucl1310	the year	1226	n̥iʔ⁴	n̥iʔ⁴	n̥ i ʔ ⁴	i n c t	year	TBL	
7422	Old_Burmese	oldb1234	the year	1226	a◦nhac	a◦nhac	a + n̥ a ts	n + i n c	a-prefix year		
4316	Achang_Longchuan	long1372	there	1937	the⁵⁵thɔʔ⁵⁵	the⁵⁵thɔʔ⁵⁵	tʰ e ⁵⁵ + tʰ ɔ ʔ ⁵⁵	i n t + i n c t	that dir2	TBL	bad concept
4317	Atsi	zaiw1240	there	1937	xje⁵¹ma⁵⁵	xje⁵¹ma⁵⁵	x j e ⁵¹ + m a ⁵⁵	i m n t + i n t	that on	TBL	bad concept
4318	Bola	bela1241	there	1937	thɔ̆i⁵⁵mɛ̃⁵⁵	thɔ̆i⁵⁵mɛ̃⁵⁵	tʰ ɔ̆ i ⁵⁵ + m ɛ̃ ∼ ⁵⁵	i n N t + i n c t	there on	TBL	bad concept
4319	Lashi	lash1242	there	1937	thə³³mo³³	thə³³mo³³	tʰ ə ³³ + m o ³³	i n t + i n t	that on	TBL	bad concept
4320	Maru	maru1248	there	1937	thø⁵⁵mɛ³¹	thø⁵⁵mɛ³¹	tʰ ø ⁵⁵ + m ɛ ³¹	i n t + i n t	there on	TBL	bad concept
4321	Xiandao	xian1248	there	1937	thɛ⁵⁵thɔʔ⁵⁵	thɛ⁵⁵thɔʔ⁵⁵	tʰ ɛ ⁵⁵ + tʰ ɔ ʔ ⁵⁵	i n t + i n c t	that up-on	TBL	bad concept
5430	Rangoon	nucl1310	there	1937	tʰo²²◦ɑ⁵³nɑ⁵⁵	tʰo²²◦ɑ⁵³nɑ⁵⁵	tʰ o ²² + ɑ ⁵³ + n ɑ ⁵⁵	i n t + n t + i n t		TBL	bad concept
4356	Achang_Longchuan	long1372	thick	1244	kan³¹	kan³¹	k a n ³¹	i n c t		TBL	
4359	Atsi	zaiw1240	thick	1244	thu⁵¹	thu⁵¹	tʰ u ⁵¹	i n t	thick	TBL	
4364	Lashi	lash1242	thick	1244	thuː³³	thuː³³	tʰ uː ³³	i n t	thick	TBL	
4365	Maru	maru1248	thick	1244	thau³¹	thau³¹	tʰ a u ³¹	i n N t		TBL	
4367	Xiandao	xian1248	thick	1244	kan³⁵	kan³⁵	k a n ³⁵	i n c t		TBL	
5361	Rangoon	nucl1310	thick	1244	tʰu²²	tʰu²²	tʰ u ²²	i n t		TBL	
4361	Bola	bela1241	thick	1244	thu⁵⁵	thu⁵⁵	tʰ u ⁵⁵	i n t	thick	TBL	
7424	Old_Burmese	oldb1234	thick	1244	tup	tup	t u p	i n c	thick		
4472	Bola	bela1241	this	1214	tʃhə⁵⁵	tʃhə⁵⁵	tʃʰ ə ⁵⁵	i n t	this	TBL	
4475	Lashi	lash1242	this	1214	xjɛ³³	xjɛ³³	x j ɛ ³³	i m n t	this	TBL	
4476	Maru	maru1248	this	1214	tʃhɛ³¹	tʃhɛ³¹	tʃʰ ɛ ³¹	i n t		TBL	
4478	Xiandao	xian1248	this	1214	xai⁵⁵	xai⁵⁵	x a i ⁵⁵	i n N t	this-1	TBL	
5559	Rangoon	nucl1310	this	1214	tθi²²	tθi²²	tθ i ²²	i n t		TBL	
5560	Rangoon	nucl1310	this	1214	(di²²)	(di²²)	d i ²²	i n t		TBL	
4467	Achang_Longchuan	long1372	this	1214	xai⁵⁵	xai⁵⁵	x a i ⁵⁵	i n N t	this	TBL	
7428	Old_Burmese	oldb1234	this	1214	sañ	sañ	s a nʲ	i n c	this		
4470	Atsi	zaiw1240	this	1214	xji⁵¹	xji⁵¹	x j i ⁵¹	i m n t	this	TBL	
5229	Achang_Longchuan	long1372	thou [second person singular]	1215	nuaŋ⁵⁵	nuaŋ⁵⁵	n u a ŋ ⁵⁵	i m n c t	thou	TBL	bad concept
5230	Atsi	zaiw1240	thou [second person singular]	1215	naŋ⁵¹	naŋ⁵¹	n a ŋ ⁵¹	i n c t		TBL	bad concept
5232	Lashi	lash1242	thou [second person singular]	1215	naŋ³¹	naŋ³¹	n a ŋ ³¹	i n c t		TBL	bad concept
5233	Maru	maru1248	thou [second person singular]	1215	nɔ̃³¹	nɔ̃³¹	n ɔ̃ ∼ ³¹	i n c t		TBL	bad concept
5234	Xiandao	xian1248	thou [second person singular]	1215	nɔŋ⁵⁵	nɔŋ⁵⁵	n ɔ ŋ ⁵⁵	i n c t	thou	TBL	bad concept
5316	Rangoon	nucl1310	thou [second person singular]	1215	mĩ⁵⁵	mĩ⁵⁵	m ĩ ∼ ⁵⁵	i n c t		TBL	bad concept
5231	Bola	bela1241	thou [second person singular]	1215	nɔ̃⁵⁵	nɔ̃⁵⁵	n ɔ̃ ∼ ⁵⁵	i n c t	thou	TBL	bad concept
7430	Old_Burmese	oldb1234	thou [second person singular]	1215	ñañḥ	ñañḥ	nʲ a nʲ ⁵⁵	i n c t			
4524	Achang_Longchuan	long1372	three	492	sum³¹	sum³¹	s u m ³¹	i n c t	three	TBL	
4527	Atsi	zaiw1240	three	492	sum²¹	sum²¹	s u m ²¹	i n c t	three	TBL	
4529	Bola	bela1241	three	492	sam⁵⁵	sam⁵⁵	s a m ⁵⁵	i n c t	three	TBL	
4532	Lashi	lash1242	three	492	sɔm⁵⁵	sɔm⁵⁵	s ɔ m ⁵⁵	i n c t	three	TBL	
4533	Maru	maru1248	three	492	sam³¹	sam³¹	s a m ³¹	i n c t		TBL	
4535	Xiandao	xian1248	three	492	sum³¹	sum³¹	s u m ³¹	i n c t	three	TBL	
5453	Rangoon	nucl1310	three	492	tθõ⁵⁵	tθõ⁵⁵	tθ õ ∼ ⁵⁵	i n c t		TBL	
7432	Old_Burmese	oldb1234	three	492	suṃḥ	suṃḥ	s u m ⁵⁵	i n c t			
6236	Maru	maru1248	to be alive	1422	tɔi³¹kau³⁵	tɔi³¹kau³⁵	t ɔ i ³¹ + k a u ³⁵	i n N t + i n N t	be-alive-1 be-alive-2	TBL	
6279	Rangoon	nucl1310	to be alive	1422	ɑ⁵³ɕĩ²²	ɑ⁵³ɕĩ²²	ɑ ⁵³ + ɕ ĩ ∼ ²²	n t + i n c t		TBL	
6353	Atsi	zaiw1240	to be alive	1422	tui⁵¹e⁵⁵	tui⁵¹e⁵⁵	t u i ⁵¹ e ⁵⁵	i n N t + n t		TBL	
6502	Lashi	lash1242	to be alive	1422	tə³¹ʦə⁵⁵	tə³¹ʦə⁵⁵	t ə ³¹ + ts ə ⁵⁵	i n t + i n t		TBL	
6640	Bola	bela1241	to be alive	1422	a³¹tui⁵⁵	a³¹tui⁵⁵	a ³¹ + t u i ⁵⁵	n t + i n N t	a-prefix alive	TBL	
7434	Old_Burmese	oldb1234	to be alive	1422	hiyʔ	hiyʔ	h i j ⁵³	i n c t			
343	Bola	bela1241	to bite	1403	pɛ̃³¹	pɛ̃³¹	p ɛ̃ ∼ ³¹	i n c t	bite	TBL	bad concept
348	Maru	maru1248	to bite	1403	pəŋ³⁵	pəŋ³⁵	p ə ŋ ³⁵	i n c t	bite	TBL	bad concept
350	Lashi	lash1242	to bite	1403	ŋaːt³¹	ŋaːt³¹	ŋ aː t ³¹	i n c t		TBL	bad concept
5246	Rangoon	nucl1310	to bite	1403	kɑiʔ⁴	kɑiʔ⁴	k ɑ i ʔ ⁴	i n N c t	bite	TBL	
7435	Old_Burmese	oldb1234	to bite	1403	kuik	kuik	k ə k	i n c	bite		
406	Achang_Longchuan	long1372	to blow (of wind)	175	xʐauʔ³⁵	xʐauʔ³⁵	x ʐ a u ʔ ³⁵	i m n N c t		TBL	
407	Atsi	zaiw1240	to blow (of wind)	175	khjui²¹	khjui²¹	kʰ j u i ²¹	i m n N t	blow-intr-2	TBL	
408	Bola	bela1241	to blow (of wind)	175	khju³⁵	khju³⁵	kʰ j u ³⁵	i m n t	blow-2	TBL	
409	Lashi	lash1242	to blow (of wind)	175	khjaːu⁵³	khjaːu⁵³	kʰ j aː u ⁵³	i m n N t		TBL	
411	Maru	maru1248	to blow (of wind)	175	khjuk⁵⁵	khjuk⁵⁵	kʰ j u k ⁵⁵	i m n c t	blow	TBL	
5500	Rangoon	nucl1310	to blow (of wind)	175	n̥ɑʔ⁴ȵiʔ⁴	n̥ɑʔ⁴ȵiʔ⁴	n̥ ɑ ʔ ⁴ + nʲ i ʔ ⁴	i n c t + i n c t		TBL	
7437	Old_Burmese	oldb1234	to blow (of wind)	175	tuik	tuik	t ə k	i n c			
573	Achang_Longchuan	long1372	to burn [intransitive]	1428	ȵe³⁵	ȵe³⁵	nʲ e ³⁵	i n t	burn	TBL	
574	Atsi	zaiw1240	to burn [intransitive]	1428	ŋje⁵⁵	ŋje⁵⁵	ŋ j e ⁵⁵	i m n t	hot-burn	TBL	
575	Bola	bela1241	to burn [intransitive]	1428	tɛʔ³¹	tɛʔ³¹	t ɛ ʔ ³¹	i n c t	burn	TBL	
577	Lashi	lash1242	to burn [intransitive]	1428	ta̱ːp⁵⁵	ta̱ːp⁵⁵	t a̰ː p ⁵⁵	i n c t	burn	TBL	
578	Maru	maru1248	to burn [intransitive]	1428	tɛʔ³¹	tɛʔ³¹	t ɛ ʔ ³¹	i n c t	burn	TBL	
579	Xiandao	xian1248	to burn [intransitive]	1428	tʂap³⁵	tʂap³⁵	tʂ a p ³⁵	i n c t	burn	TBL	
9161	Old_Burmese	oldb1234	to burn [intransitive]		ñi	ñi	nʲ i	i n			
5339	Rangoon	nucl1310	to burn [intransitive]	1428	lɑ̃u²²	lɑ̃u²²	l ɑ̃ u ∼ ²²	i n N c t		TBL	
7439	Old_Burmese	oldb1234	to burn [intransitive]	1428	lo₂ṅ	lo₂ṅ	l ʊ ŋ	i n c	burn		
596	Achang_Longchuan	long1372	to buy	1869	oi⁵⁵	oi⁵⁵	o i ⁵⁵	n N t	buy	TBL	
598	Atsi	zaiw1240	to buy	1869	vui⁵¹	vui⁵¹	v u i ⁵¹	i n N t	buy	TBL	
599	Bola	bela1241	to buy	1869	vɛ⁵⁵	vɛ⁵⁵	v ɛ ⁵⁵	i n t	buy	TBL	
602	Lashi	lash1242	to buy	1869	ɣəː³¹	ɣəː³¹	ɣ əː ³¹	i n t	buy	TBL	
603	Maru	maru1248	to buy	1869	vai³¹	vai³¹	v a i ³¹	i n N t		TBL	
604	Xiandao	xian1248	to buy	1869	ui⁵⁵	ui⁵⁵	u i ⁵⁵	n N t	buy	TBL	
7441	Old_Burmese	oldb1234	to buy	1869	vay	vay	w a j	i n c			
5355	Rangoon	nucl1310	to buy	1869	wɛ²²	wɛ²²	w ɛ ²²	i n t		TBL	
6522	Atsi	zaiw1240	to chew	321	ne̱²¹	ne̱²¹	n ḛ ²¹	i n t	chew	TBL	
6174	Xiandao	xian1248	to chew	321	mam³¹	mam³¹	m a m ³¹	i n c t	chew	TBL	
6396	Maru	maru1248	to chew	321	vɔ³⁵	vɔ³⁵	v ɔ ³⁵	i n t	chew	TBL	
6465	Rangoon	nucl1310	to chew	321	wɑ⁵⁵	wɑ⁵⁵	w ɑ ⁵⁵	i n t		TBL	
6466	Achang_Longchuan	long1372	to chew	321	mam³¹	mam³¹	m a m ³¹	i n c t	chew	TBL	
6504	Bola	bela1241	to chew	321	va³¹	va³¹	v a ³¹	i n t	chew	TBL	
6648	Lashi	lash1242	to chew	321	nɛ̱ː⁵⁵	nɛ̱ː⁵⁵	n ɛ̰ː ⁵⁵	i n t		TBL	
7443	Old_Burmese	oldb1234	to chew	321	vāḥ	vāḥ	w a ⁵⁵	i n t	chew		
689	Atsi	zaiw1240	to come	1446	le⁵⁵	le⁵⁵	l e ⁵⁵	i n t	come	TBL	
697	Xiandao	xian1248	to come	1446	lɔ⁵⁵	lɔ⁵⁵	l ɔ ⁵⁵	i n t	come	TBL	
686	Achang_Longchuan	long1372	to come	1446	ʐə³⁵	ʐə³⁵	ʐ ə ³⁵	i n t	come	TBL	
691	Bola	bela1241	to come	1446	la⁵⁵	la⁵⁵	l a ⁵⁵	i n t	come	TBL	
694	Lashi	lash1242	to come	1446	leː⁵⁵	leː⁵⁵	l eː ⁵⁵	i n t		TBL	
695	Maru	maru1248	to come	1446	li⁵⁵	li⁵⁵	l i ⁵⁵	i n t	come	TBL	
5625	Rangoon	nucl1310	to come	1446	lɑ²²	lɑ²²	l ɑ ²²	i n t		TBL	
7445	Old_Burmese	oldb1234	to come	1446	lā	lā	l a ²²	i n t			
738	Achang_Longchuan	long1372	to count	1420	an³⁵	an³⁵	a n ³⁵	n c t		TBL	
740	Atsi	zaiw1240	to count	1420	ŋa̱p⁵⁵	ŋa̱p⁵⁵	ŋ a̰ p ⁵⁵	i n c t	count	TBL	
741	Bola	bela1241	to count	1420	ŋɛ̱ʔ⁵⁵	ŋɛ̱ʔ⁵⁵	ŋ ɛ̰ ʔ ⁵⁵	i n c t	count	TBL	
743	Lashi	lash1242	to count	1420	ŋa̱ːp⁵⁵	ŋa̱ːp⁵⁵	ŋ a̰ː p ⁵⁵	i n c t		TBL	
744	Maru	maru1248	to count	1420	ŋɛ̱ʔ⁵⁵	ŋɛ̱ʔ⁵⁵	ŋ ɛ̰ ʔ ⁵⁵	i n c t	count	TBL	
745	Xiandao	xian1248	to count	1420	an³⁵	an³⁵	a n ³⁵	n c t	count	TBL	
5522	Rangoon	nucl1310	to count	1420	je²²	je²²	j e ²²	i n t	count	TBL	
7449	Old_Burmese	oldb1234	to count	1420	tiyḥ	tiyḥ	t i j ⁵⁵	i n c t	count-2		
7447	Old_Burmese	oldb1234	to count	1420	riy	riy	r i j	i n c	count-1		
6140	Lashi	lash1242	to cry (weep)	1420	ŋaːu³¹	ŋaːu³¹	ŋ aː u ³¹	i n N t	cry	TBL	
6197	Xiandao	xian1248	to cry (weep)	1420	ŋau⁵⁵	ŋau⁵⁵	ŋ a u ⁵⁵	i n N t	cry	TBL	
6300	Bola	bela1241	to cry (weep)	1420	ŋau⁵⁵	ŋau⁵⁵	ŋ a u ⁵⁵	i n N t	cry	TBL	
6377	Achang_Longchuan	long1372	to cry (weep)	1420	ŋau⁵⁵	ŋau⁵⁵	ŋ a u ⁵⁵	i n N t	cry	TBL	
6418	Maru	maru1248	to cry (weep)	1420	ŋuk³¹	ŋuk³¹	ŋ u k ³¹	i n c t		TBL	
6496	Rangoon	nucl1310	to cry (weep)	1420	ŋo²²	ŋo²²	ŋ o ²²	i n t		TBL	
6556	Atsi	zaiw1240	to cry (weep)	1420	ŋau⁵¹	ŋau⁵¹	ŋ a u ⁵¹	i n N t	cry	TBL	
7451	Old_Burmese	oldb1234	to cry (weep)	1420	ṅuiv	ṅuiv	ŋ ə w	i n c			
893	Lashi	lash1242	to die	1494	ʃeːi³³	ʃeːi³³	ʃ eː i ³³	i n N t	die	TBL	
888	Bola	bela1241	to die	1494	ʃɿ⁵⁵	ʃɿ⁵⁵	ʃ ɿ ⁵⁵	i n t	die	TBL	
896	Maru	maru1248	to die	1494	ʃik³¹	ʃik³¹	ʃ i k ³¹	i n c t	die	TBL	
898	Xiandao	xian1248	to die	1494	ʂɿ⁵⁵	ʂɿ⁵⁵	ʂ ɿ ⁵⁵	i n t	die	TBL	
5451	Rangoon	nucl1310	to die	1494	tθe²²	tθe²²	tθ e ²²	i n t		TBL	
7453	Old_Burmese	oldb1234	to die	1494	siy	siy	s i j	i n c			
913	Atsi	zaiw1240	to dig	1418	khai²¹	khai²¹	kʰ a i ²¹	i n N t		TBL	bad concept
917	Lashi	lash1242	to dig	1418	tuː³³	tuː³³	t uː ³³	i n t		TBL	bad concept
920	Xiandao	xian1248	to dig	1418	tu³¹	tu³¹	t u ³¹	i n t		TBL	bad concept
918	Maru	maru1248	to dig	1418	tau³⁵	tau³⁵	t a u ³⁵	i n N t	dig	TBL	bad concept
5516	Rangoon	nucl1310	to dig	1418	tu⁵⁵	tu⁵⁵	t u ⁵⁵	i n t		TBL	bad concept
921	Achang_Longchuan	long1372	to dig	1418	tu³¹	tu³¹	t u ³¹	i n t		TBL	bad concept
925	Bola	bela1241	to dig	1418	khøʔ³¹	khøʔ³¹	kʰ ø ʔ ³¹	i n c t		TBL	bad concept
7455	Old_Burmese	oldb1234	to dig	1418	thūḥ	thūḥ	tʰ u ⁵⁵	i n t			
1015	Lashi	lash1242	to drink	1401	ʃuːk⁵⁵	ʃuːk⁵⁵	ʃ uː k ⁵⁵	i n c t	drink	TBL	
1017	Maru	maru1248	to drink	1401	ʃauk⁵⁵	ʃauk⁵⁵	ʃ a u k ⁵⁵	i n N c t		TBL	
5542	Rangoon	nucl1310	to drink	1401	tθɑuʔ⁴	tθɑuʔ⁴	tθ ɑ u ʔ ⁴	i n N c t		TBL	
1012	Bola	bela1241	to drink	1401	ʃauʔ⁵⁵	ʃauʔ⁵⁵	ʃ a u ʔ ⁵⁵	i n N c t	drink	TBL	
7457	Old_Burmese	oldb1234	to drink	1401	so₂k	so₂k	s ʊ k	i n c			
1125	Bola	bela1241	to eat	1336	ta³¹	ta³¹	t a ³¹	i n t	eat	TBL	
1129	Lashi	lash1242	to eat	1336	tsɔː³³	tsɔː³³	ts ɔː ³³	i n t	eat	TBL	
1132	Maru	maru1248	to eat	1336	tsɔ³⁵	tsɔ³⁵	ts ɔ ³⁵	i n t	eat	TBL	
5549	Rangoon	nucl1310	to eat	1336	sɑ⁵⁵	sɑ⁵⁵	s ɑ ⁵⁵	i n t		TBL	
7459	Old_Burmese	oldb1234	to eat	1336	cāḥ	cāḥ	ts a ⁵⁵	i n t			
1366	Maru	maru1248	to fight	1423	pɛʔ³¹la̱m³¹	pɛʔ³¹la̱m³¹	p ɛ ʔ ³¹ + l a̰ m ³¹	i n c t + i n c t	fight1 fight2	TBL	bad concept
5262	Rangoon	nucl1310	to fight	1423	jɑ̃²²pʰjiʔ⁴	jɑ̃²²pʰjiʔ⁴	j ɑ̃ ∼ ²² + pʰ j i ʔ ⁴	i n c t + i m n c t	fight-1 fight-2	TBL	bad concept
1352	Achang_Longchuan	long1372	to fight	1423	tek⁵⁵kɔ³¹	tek⁵⁵kɔ³¹	t e k ⁵⁵ + k ɔ ³¹	i n c t + i n t		TBL	bad concept
1364	Bola	bela1241	to fight	1423	pɛʔ³¹la̱m³⁵	pɛʔ³¹la̱m³⁵	p ɛ ʔ ³¹ + l a̰ m ³⁵	i n c t + i n c t		TBL	bad concept
1365	Lashi	lash1242	to fight	1423	pat³¹kɔ⁵⁵	pat³¹kɔ⁵⁵	p a t ³¹ + k ɔ ⁵⁵	i n c t + i n t	fight1 fight2	TBL	bad concept
1361	Xiandao	xian1248	to fight	1423	ta³⁵kɔ³⁵	ta³⁵kɔ³⁵	t a ³⁵ + k ɔ ³⁵	i n t + i n t	fight-1 fight-2	TBL	bad concept
1363	Atsi	zaiw1240	to fight	1423	pat²¹lu̱m²¹	pat²¹lu̱m²¹	p a t ²¹ + l ṵ m ²¹	i n c t + i n c t	hit round	TBL	bad concept
1440	Maru	maru1248	to float	1574	mjuŋ³⁵	mjuŋ³⁵	m j u ŋ ³⁵	i m n c t	float	TBL	
1441	Xiandao	xian1248	to float	1574	ɲu³¹	ɲu³¹	ɲ u ³¹	i n t	float	TBL	
1433	Achang_Longchuan	long1372	to float	1574	ȵə³¹	ȵə³¹	nʲ ə ³¹	i n t		TBL	
1435	Atsi	zaiw1240	to float	1574	mju²¹	mju²¹	m j u ²¹	i m n t	float	TBL	
1437	Bola	bela1241	to float	1574	mjuŋ³¹	mjuŋ³¹	m j u ŋ ³¹	i m n c t	float	TBL	
1439	Lashi	lash1242	to float	1574	kjaːm⁵⁵	kjaːm⁵⁵	k j aː m ⁵⁵	i m n c t		TBL	
5626	Rangoon	nucl1310	to float	1574	pɔ²²	pɔ²²	p ɔ ²²	i n t		TBL	
5327	Rangoon	nucl1310	to flow	2003	si⁵⁵	si⁵⁵	s i ⁵⁵	i n t		TBL	
1445	Achang_Longchuan	long1372	to flow	2003	so³¹	so³¹	s o ³¹	i n t	go	TBL	
1447	Atsi	zaiw1240	to flow	2003	jui⁵¹	jui⁵¹	j u i ⁵¹	i n N t	flow	TBL	
1448	Bola	bela1241	to flow	2003	ju⁵⁵	ju⁵⁵	j u ⁵⁵	i n t	flow	TBL	
1450	Lashi	lash1242	to flow	2003	jaːu³¹	jaːu³¹	j aː u ³¹	i n N t		TBL	
1451	Maru	maru1248	to flow	2003	juk³¹	juk³¹	j u k ³¹	i n c t	flow	TBL	
1452	Xiandao	xian1248	to flow	2003	ʂa³¹	ʂa³¹	ʂ a ³¹	i n t	straight-flow	TBL	
7464	Old_Burmese	oldb1234	to flow	2003	cīḥ	cīḥ	ts i ⁵⁵	i n t	flow-ride		
1471	Bola	bela1241	to fly (move through air)	1441	tɔ̃³¹	tɔ̃³¹	t ɔ̃ ∼ ³¹	i n c t		TBL	
1476	Xiandao	xian1248	to fly (move through air)	1441	tʂam⁵⁵	tʂam⁵⁵	tʂ a m ⁵⁵	i n c t	fly	TBL	
5462	Rangoon	nucl1310	to fly (move through air)	1441	pjɑ̃²²	pjɑ̃²²	p j ɑ̃ ∼ ²²	i m n c t		TBL	
1474	Lashi	lash1242	to fly (move through air)	1441	taːŋ³³	taːŋ³³	t aː ŋ ³³	i n c t		TBL	
1475	Maru	maru1248	to fly (move through air)	1441	tɔ̃³⁵	tɔ̃³⁵	t ɔ̃ ∼ ³⁵	i n c t	fly	TBL	
7466	Old_Burmese	oldb1234	to fly (move through air)	1441	pyaṃ	pyaṃ	p j a m	i m n c			
5250	Rangoon	nucl1310	to give	1447	pe⁵⁵	pe⁵⁵	p e ⁵⁵	i n t		TBL	
1604	Achang_Longchuan	long1372	to give	1447	tsi³¹	tsi³¹	ts i ³¹	i n t	give	TBL	
1605	Atsi	zaiw1240	to give	1447	pji²¹	pji²¹	p j i ²¹	i m n t	give	TBL	
1606	Bola	bela1241	to give	1447	pi³¹	pi³¹	p i ³¹	i n t	give	TBL	
1608	Lashi	lash1242	to give	1447	pjeːi³³	pjeːi³³	p j eː i ³³	i m n N t	give	TBL	
1609	Maru	maru1248	to give	1447	pjik⁵⁵	pjik⁵⁵	p j i k ⁵⁵	i m n c t	give	TBL	
1610	Xiandao	xian1248	to give	1447	tsi³¹	tsi³¹	ts i ³¹	i n t	give	TBL	
7470	Old_Burmese	oldb1234	to give	1447	piyḥ	piyḥ	p i j ⁵⁵	i n c t			
5353	Rangoon	nucl1310	to hear	1408	ʨɑ⁵⁵	ʨɑ⁵⁵	tɕ ɑ ⁵⁵	i n t		TBL	
1805	Achang_Longchuan	long1372	to hear	1408	kʐua³¹	kʐua³¹	k ʐ u a ³¹	i m M n t	hear	TBL	
1806	Atsi	zaiw1240	to hear	1408	vo⁵⁵kjo²¹	vo⁵⁵kjo²¹	v o ⁵⁵ + k j o ²¹	i n t + i m n t	have hear	TBL	
1810	Lashi	lash1242	to hear	1408	jɔː⁵⁵kjɔː³³	jɔː⁵⁵kjɔː³³	j ɔː ⁵⁵ + k j ɔː ³³	i n t + i m n t	hear listen	TBL	
1812	Maru	maru1248	to hear	1408	ɣɔ⁵⁵kjɔ³⁵	ɣɔ⁵⁵kjɔ³⁵	ɣ ɔ ⁵⁵ + k j ɔ ³⁵	i n t + i m n t	hear listen	TBL	
1815	Xiandao	xian1248	to hear	1408	kʐɔ³¹	kʐɔ³¹	k ʐ ɔ ³¹	i m n t	hear	TBL	
1807	Bola	bela1241	to hear	1408	ɣə̆³¹kja³¹	ɣə̆³¹kja³¹	ɣ ə̆ ³¹ + k j a ³¹	i n t + i m n t	hear listen	TBL	
7472	Old_Burmese	oldb1234	to hear	1408	krāḥ	krāḥ	k r a ⁵⁵	i m n t	hear		
5593	Rangoon	nucl1310	to hide (conceal)	602	pʰwɛʔ⁴	pʰwɛʔ⁴	pʰ w ɛ ʔ ⁴	i m n c t		TBL	bad concept
1889	Achang_Longchuan	long1372	to hide (conceal)	602	sau⁵⁵	sau⁵⁵	s a u ⁵⁵	i n N t	hide	TBL	bad concept
1890	Atsi	zaiw1240	to hide (conceal)	602	xaʔ⁵⁵	xaʔ⁵⁵	x a ʔ ⁵⁵	i n c t	hide-v	TBL	bad concept
1891	Bola	bela1241	to hide (conceal)	602	ŋja̱m³⁵	ŋja̱m³⁵	ŋ j a̰ m ³⁵	i m n c t		TBL	bad concept
1892	Lashi	lash1242	to hide (conceal)	602	ŋju̱ːm⁵⁵	ŋju̱ːm⁵⁵	ŋ j ṵː m ⁵⁵	i m n c t		TBL	bad concept
1893	Maru	maru1248	to hide (conceal)	602	ŋja̱m³⁵	ŋja̱m³⁵	ŋ j a̰ m ³⁵	i m n c t		TBL	bad concept
1894	Xiandao	xian1248	to hide (conceal)	602	sau⁵⁵	sau⁵⁵	s a u ⁵⁵	i n N t	hide	TBL	bad concept
7474	Old_Burmese	oldb1234	to hide (conceal)	602	pho₁k	pho₁k	pʰ o k	i n c			
5294	Rangoon	nucl1310	to hold	1448	kɑ̃i²²	kɑ̃i²²	k ɑ̃ i ∼ ²²	i n N c t		TBL	bad concept
1918	Achang_Longchuan	long1372	to hold	1448	m̥ʐəʔ⁵⁵	m̥ʐəʔ⁵⁵	m̥ ʐ ə ʔ ⁵⁵	i m n c t		TBL	bad concept
1921	Atsi	zaiw1240	to hold	1448	tsui²¹	tsui²¹	ts u i ²¹	i n N t	hold	TBL	bad concept
1923	Bola	bela1241	to hold	1448	tsa̱p⁵⁵	tsa̱p⁵⁵	ts a̰ p ⁵⁵	i n c t		TBL	bad concept
1926	Maru	maru1248	to hold	1448	tsɔi³⁵	tsɔi³⁵	ts ɔ i ³⁵	i n N t		TBL	bad concept
1928	Xiandao	xian1248	to hold	1448	tʂhop⁵⁵	tʂhop⁵⁵	ʈʂʰ o p ⁵⁵	i n c t		TBL	bad concept
7476	Old_Burmese	oldb1234	to hold	1448	ko₂ṅ	ko₂ṅ	k ʊ ŋ	i n c			
2063	Achang_Longchuan	long1372	to hunt	1435	tɕhet⁵⁵tauʔ⁵⁵	tɕhet⁵⁵tauʔ⁵⁵	tɕʰ e t ⁵⁵ + t a u ʔ ⁵⁵	i n c t + i n N c t	deer hunt-suffix	TBL	
5470	Rangoon	nucl1310	to hunt	1435	ɑ⁵³mɛ⁵⁵lɑiʔ⁴	ɑ⁵³mɛ⁵⁵lɑiʔ⁴	ɑ ⁵³ + m ɛ ⁵⁵ + l ɑ i ʔ ⁴	n t + i n t + i n N c t		TBL	
2065	Atsi	zaiw1240	to hunt	1435	ʃŏ²¹pik²¹	ʃŏ²¹pik²¹	ʃ ŏ ²¹ + p i k ²¹	i n t + i n c t	meat shoot	TBL	
2066	Bola	bela1241	to hunt	1435	ʃă³⁵pak³¹	ʃă³⁵pak³¹	ʃ ă ³⁵ + p a k ³¹	i n t + i n c t	meat shoot	TBL	
2068	Lashi	lash1242	to hunt	1435	ʃo⁵⁵pəː³¹	ʃo⁵⁵pəː³¹	ʃ o ⁵⁵ + p əː ³¹	i n t + i n t	meat shoot	TBL	
2069	Maru	maru1248	to hunt	1435	ʃɔ̆³⁵pak³¹	ʃɔ̆³⁵pak³¹	ʃ ɔ̆ ³⁵ + p a k ³¹	i n t + i n c t	meat shoot	TBL	
2071	Xiandao	xian1248	to hunt	1435	ʂɔ³¹pɤk⁵⁵	ʂɔ³¹pɤk⁵⁵	ʂ ɔ ³¹ + p ɤ k ⁵⁵	i n t + i n c t	meat shoot	TBL	
2184	Achang_Longchuan	long1372	to kill	1417	sat⁵⁵	sat⁵⁵	s a t ⁵⁵	i n c t	kill	TBL	bad concept
